user_id,timestamp,date,day_of_week,group,converted,revenue,device,traffic_source,new_customer,page_views,time_on_site,is_weekend,Revenue_Per_User,Converted_Text
user_05_0318,2025-10-20 16:04:00,2025-10-20,Monday,Treatment,1,151.69525114725505,Mobile,Organic,True,6,84.4447447819978,False,151.69525114725505,Yes
user_00_0532,2025-10-15 19:10:00,2025-10-15,Wednesday,Treatment,0,0.0,Desktop,Paid Search,True,6,65.71916510036759,False,0.0,No
user_01_0386,2025-10-16 11:03:00,2025-10-16,Thursday,Control,0,0.0,Desktop,Email,False,4,195.80854439893068,False,0.0,No
user_02_0471,2025-10-17 10:37:00,2025-10-17,Friday,Control,0,0.0,Desktop,Email,True,7,130.92145554439668,False,0.0,No
user_06_0576,2025-10-21 13:50:00,2025-10-21,Tuesday,Treatment,0,0.0,Desktop,Direct,True,5,430.07591557896455,False,0.0,No
user_05_0776,2025-10-20 17:44:00,2025-10-20,Monday,Treatment,0,0.0,Mobile,Paid Search,True,3,235.9621867002174,False,0.0,No
user_04_0122,2025-10-19 14:02:00,2025-10-19,Sunday,Treatment,0,0.0,Desktop,Organic,True,1,84.32505147853274,True,0.0,No
user_01_0672,2025-10-16 11:53:00,2025-10-16,Thursday,Control,0,0.0,Desktop,Email,True,4,27.52341448016723,False,0.0,No
user_01_0604,2025-10-16 10:28:00,2025-10-16,Thursday,Treatment,0,0.0,Desktop,Direct,True,3,16.56434811034692,False,0.0,No
user_09_0188,2025-10-24 12:45:00,2025-10-24,Friday,Control,0,0.0,Mobile,Organic,True,4,271.0086459282903,False,0.0,No
user_00_0295,2025-10-15 19:11:00,2025-10-15,Wednesday,Control,0,0.0,Mobile,Organic,False,4,382.1894357685644,False,0.0,No
user_02_0645,2025-10-17 11:48:00,2025-10-17,Friday,Treatment,0,0.0,Desktop,Direct,True,5,60.09938333745267,False,0.0,No
user_09_0269,2025-10-24 15:49:00,2025-10-24,Friday,Control,0,0.0,Mobile,Organic,True,6,84.67127236633334,False,0.0,No
user_03_0445,2025-10-18 12:25:00,2025-10-18,Saturday,Control,0,0.0,Desktop,Social,True,6,77.49713163649955,True,0.0,No
user_02_0343,2025-10-17 13:08:00,2025-10-17,Friday,Treatment,1,92.98103347936113,Desktop,Email,True,9,68.02813958856602,False,92.98103347936113,Yes
user_04_0462,2025-10-19 22:28:00,2025-10-19,Sunday,Control,0,0.0,Desktop,Organic,True,2,48.05696976576128,True,0.0,No
user_04_0542,2025-10-19 15:45:00,2025-10-19,Sunday,Control,0,0.0,Mobile,Paid Search,True,2,87.83896006892634,True,0.0,No
user_11_0200,2025-10-26 22:40:00,2025-10-26,Sunday,Control,0,0.0,Mobile,Paid Search,True,8,123.30180485473714,True,0.0,No
user_00_0096,2025-10-15 16:38:00,2025-10-15,Wednesday,Treatment,0,0.0,Desktop,Email,False,9,190.08149693958535,False,0.0,No
user_12_0669,2025-10-27 14:00:00,2025-10-27,Monday,Control,0,0.0,Desktop,Direct,False,8,58.13006118752299,False,0.0,No
user_05_0011,2025-10-20 13:19:00,2025-10-20,Monday,Control,0,0.0,Mobile,Paid Search,True,5,54.42805536324137,False,0.0,No
user_13_0262,2025-10-28 16:20:00,2025-10-28,Tuesday,Treatment,0,0.0,Desktop,Paid Search,True,2,167.4349079290978,False,0.0,No
user_00_0704,2025-10-15 17:02:00,2025-10-15,Wednesday,Control,0,0.0,Mobile,Paid Search,False,2,212.78828650994464,False,0.0,No
user_09_0643,2025-10-24 22:42:00,2025-10-24,Friday,Control,0,0.0,Desktop,Paid Search,False,6,58.581427949151625,False,0.0,No
user_01_0684,2025-10-16 15:43:00,2025-10-16,Thursday,Treatment,1,18.389842675469705,Desktop,Direct,True,6,64.03218389621433,False,18.389842675469705,Yes
user_11_0421,2025-10-26 08:37:00,2025-10-26,Sunday,Control,0,0.0,Mobile,Paid Search,True,5,31.43106141463025,True,0.0,No
user_02_0298,2025-10-17 10:16:00,2025-10-17,Friday,Control,0,0.0,Desktop,Organic,True,5,200.83122721101674,False,0.0,No
user_08_0381,2025-10-23 17:00:00,2025-10-23,Thursday,Treatment,0,0.0,Desktop,Organic,True,6,43.164576560710174,False,0.0,No
user_06_0249,2025-10-21 13:55:00,2025-10-21,Tuesday,Control,0,0.0,Mobile,Social,False,5,80.19846324973388,False,0.0,No
user_07_0678,2025-10-22 14:02:00,2025-10-22,Wednesday,Control,1,144.12233843300663,Mobile,Organic,True,10,302.752051465233,False,144.12233843300663,Yes
user_05_0670,2025-10-20 10:18:00,2025-10-20,Monday,Control,0,0.0,Mobile,Organic,True,4,72.69757749464591,False,0.0,No
user_12_0532,2025-10-27 13:34:00,2025-10-27,Monday,Control,0,0.0,Desktop,Email,True,6,80.72890165710295,False,0.0,No
user_01_0302,2025-10-16 11:04:00,2025-10-16,Thursday,Control,0,0.0,Desktop,Organic,False,4,48.35073680604121,False,0.0,No
user_06_0468,2025-10-21 18:04:00,2025-10-21,Tuesday,Treatment,0,0.0,Mobile,Direct,False,3,145.74114689353974,False,0.0,No
user_13_0572,2025-10-28 13:00:00,2025-10-28,Tuesday,Treatment,0,0.0,Mobile,Email,False,5,93.86864617873955,False,0.0,No
user_00_0542,2025-10-15 17:47:00,2025-10-15,Wednesday,Treatment,1,33.62974514797264,Mobile,Organic,False,3,163.47375261998812,False,33.62974514797264,Yes
user_10_0004,2025-10-25 22:34:00,2025-10-25,Saturday,Control,0,0.0,Desktop,Organic,False,4,148.47284146923198,True,0.0,No
user_04_0105,2025-10-19 21:14:00,2025-10-19,Sunday,Treatment,0,0.0,Mobile,Paid Search,True,5,207.37986233432628,True,0.0,No
user_12_0416,2025-10-27 18:54:00,2025-10-27,Monday,Treatment,1,213.10876766705292,Mobile,Paid Search,False,6,98.74120276856236,False,213.10876766705292,Yes
user_00_0655,2025-10-15 21:09:00,2025-10-15,Wednesday,Control,0,0.0,Desktop,Social,True,4,299.4567999128668,False,0.0,No
user_09_0622,2025-10-24 21:50:00,2025-10-24,Friday,Treatment,0,0.0,Desktop,Organic,True,5,150.69993374393474,False,0.0,No
user_12_0481,2025-10-27 15:51:00,2025-10-27,Monday,Treatment,0,0.0,Mobile,Social,True,5,56.885432210105584,False,0.0,No
user_09_0650,2025-10-24 14:46:00,2025-10-24,Friday,Control,0,0.0,Desktop,Paid Search,True,5,303.289514168592,False,0.0,No
user_09_0498,2025-10-24 14:53:00,2025-10-24,Friday,Control,0,0.0,Mobile,Social,True,4,61.62114452660723,False,0.0,No
user_09_0466,2025-10-24 20:02:00,2025-10-24,Friday,Control,0,0.0,Desktop,Social,False,5,56.8009157133038,False,0.0,No
user_00_0033,2025-10-15 21:12:00,2025-10-15,Wednesday,Control,0,0.0,Desktop,Direct,True,6,246.36750821534972,False,0.0,No
user_06_0191,2025-10-21 14:58:00,2025-10-21,Tuesday,Control,1,33.336759684236114,Desktop,Organic,False,6,88.28934755324376,False,33.336759684236114,Yes
user_07_0053,2025-10-22 14:35:00,2025-10-22,Wednesday,Control,0,0.0,Desktop,Organic,True,5,62.99364862112257,False,0.0,No
user_07_0663,2025-10-22 16:12:00,2025-10-22,Wednesday,Control,0,0.0,Mobile,Social,True,6,71.40596141572696,False,0.0,No
user_06_0334,2025-10-21 20:59:00,2025-10-21,Tuesday,Control,1,120.72534013046453,Desktop,Email,False,3,61.605180404280226,False,120.72534013046453,Yes
user_04_0010,2025-10-19 21:45:00,2025-10-19,Sunday,Control,0,0.0,Desktop,Email,False,3,38.765111142931666,True,0.0,No
user_00_0668,2025-10-15 08:36:00,2025-10-15,Wednesday,Control,0,0.0,Desktop,Organic,True,5,55.69064208249753,False,0.0,No
user_04_0400,2025-10-19 22:40:00,2025-10-19,Sunday,Treatment,1,93.35810655457907,Desktop,Direct,True,6,70.67832590538589,True,93.35810655457907,Yes
user_04_0271,2025-10-19 20:05:00,2025-10-19,Sunday,Treatment,0,0.0,Desktop,Direct,False,2,110.03234587110774,True,0.0,No
user_10_0309,2025-10-25 16:43:00,2025-10-25,Saturday,Treatment,0,0.0,Desktop,Organic,True,4,105.37607830764821,True,0.0,No
user_02_0593,2025-10-17 14:58:00,2025-10-17,Friday,Treatment,0,0.0,Mobile,Social,False,2,49.10825204660803,False,0.0,No
user_08_0577,2025-10-23 21:13:00,2025-10-23,Thursday,Control,0,0.0,Mobile,Organic,True,5,337.3069565057254,False,0.0,No
user_10_0531,2025-10-25 11:45:00,2025-10-25,Saturday,Control,0,0.0,Desktop,Social,False,3,26.379481662003364,True,0.0,No
user_08_0230,2025-10-23 21:20:00,2025-10-23,Thursday,Control,0,0.0,Mobile,Organic,True,2,93.3710032995085,False,0.0,No
user_09_0333,2025-10-24 10:07:00,2025-10-24,Friday,Treatment,0,0.0,Desktop,Paid Search,False,8,228.58276161399598,False,0.0,No
user_07_0769,2025-10-22 12:12:00,2025-10-22,Wednesday,Treatment,0,0.0,Desktop,Paid Search,True,7,53.93967672905733,False,0.0,No
user_02_0117,2025-10-17 14:34:00,2025-10-17,Friday,Control,0,0.0,Desktop,Social,True,5,212.87733729954914,False,0.0,No
user_00_0510,2025-10-15 11:26:00,2025-10-15,Wednesday,Control,0,0.0,Desktop,Direct,False,5,182.25921945775147,False,0.0,No
user_08_0393,2025-10-23 09:23:00,2025-10-23,Thursday,Control,0,0.0,Desktop,Social,True,6,221.66418017568108,False,0.0,No
user_12_0758,2025-10-27 08:48:00,2025-10-27,Monday,Control,0,0.0,Desktop,Paid Search,True,2,51.16804412122197,False,0.0,No
user_05_0407,2025-10-20 09:36:00,2025-10-20,Monday,Control,0,0.0,Desktop,Organic,True,5,98.79427711796704,False,0.0,No
user_05_0666,2025-10-20 22:27:00,2025-10-20,Monday,Control,0,0.0,Desktop,Paid Search,True,6,209.01997819835293,False,0.0,No
user_01_0484,2025-10-16 22:35:00,2025-10-16,Thursday,Control,0,0.0,Desktop,Email,True,3,65.63435878430613,False,0.0,No
user_07_0426,2025-10-22 10:02:00,2025-10-22,Wednesday,Treatment,0,0.0,Mobile,Paid Search,True,3,168.9912056793566,False,0.0,No
user_09_0351,2025-10-24 08:10:00,2025-10-24,Friday,Treatment,1,38.40299870928569,Desktop,Email,True,7,187.98770284796646,False,38.40299870928569,Yes
user_06_0090,2025-10-21 11:40:00,2025-10-21,Tuesday,Control,0,0.0,Desktop,Organic,True,5,164.52916695397454,False,0.0,No
user_05_0410,2025-10-20 14:39:00,2025-10-20,Monday,Treatment,0,0.0,Mobile,Organic,True,4,130.83729319633642,False,0.0,No
user_03_0614,2025-10-18 08:35:00,2025-10-18,Saturday,Control,0,0.0,Tablet,Paid Search,True,8,36.05436168367172,True,0.0,No
user_13_0322,2025-10-28 10:00:00,2025-10-28,Tuesday,Control,0,0.0,Desktop,Social,False,6,190.52999231590957,False,0.0,No
user_09_0424,2025-10-24 11:06:00,2025-10-24,Friday,Treatment,0,0.0,Desktop,Direct,False,4,85.51224027239218,False,0.0,No
user_00_0169,2025-10-15 21:11:00,2025-10-15,Wednesday,Control,0,0.0,Tablet,Direct,True,4,196.15508937053784,False,0.0,No
user_13_0157,2025-10-28 18:34:00,2025-10-28,Tuesday,Treatment,0,0.0,Desktop,Social,False,3,152.80852291512088,False,0.0,No
user_00_0346,2025-10-15 12:41:00,2025-10-15,Wednesday,Control,0,0.0,Desktop,Social,True,5,83.39441215913217,False,0.0,No
user_08_0177,2025-10-23 19:13:00,2025-10-23,Thursday,Treatment,0,0.0,Desktop,Social,True,5,104.5216759500597,False,0.0,No
user_13_0035,2025-10-28 21:33:00,2025-10-28,Tuesday,Control,0,0.0,Mobile,Organic,True,8,144.56752571556302,False,0.0,No
user_11_0447,2025-10-26 19:11:00,2025-10-26,Sunday,Control,0,0.0,Desktop,Direct,True,4,282.3333672225006,True,0.0,No
user_12_0577,2025-10-27 10:35:00,2025-10-27,Monday,Treatment,0,0.0,Desktop,Paid Search,True,3,183.9898097942523,False,0.0,No
user_06_0471,2025-10-21 18:47:00,2025-10-21,Tuesday,Treatment,0,0.0,Mobile,Direct,True,4,73.6580252763804,False,0.0,No
user_11_0070,2025-10-26 18:28:00,2025-10-26,Sunday,Treatment,0,0.0,Desktop,Email,True,3,126.36353416772106,True,0.0,No
user_05_0002,2025-10-20 18:48:00,2025-10-20,Monday,Control,0,0.0,Mobile,Paid Search,True,5,244.196968511549,False,0.0,No
user_00_0107,2025-10-15 09:41:00,2025-10-15,Wednesday,Treatment,0,0.0,Desktop,Organic,False,4,92.24339140144518,False,0.0,No
user_03_0643,2025-10-18 09:12:00,2025-10-18,Saturday,Control,0,0.0,Mobile,Organic,True,5,156.14944518290835,True,0.0,No
user_11_0262,2025-10-26 20:26:00,2025-10-26,Sunday,Treatment,1,158.18526197119812,Mobile,Email,True,5,35.349584609427986,True,158.18526197119812,Yes
user_05_0135,2025-10-20 12:36:00,2025-10-20,Monday,Treatment,0,0.0,Desktop,Organic,True,6,57.018458780772676,False,0.0,No
user_06_0480,2025-10-21 11:18:00,2025-10-21,Tuesday,Control,0,0.0,Desktop,Direct,False,5,108.17766317085731,False,0.0,No
user_10_0209,2025-10-25 08:00:00,2025-10-25,Saturday,Control,0,0.0,Mobile,Direct,True,4,70.9009343160142,True,0.0,No
user_10_0264,2025-10-25 10:04:00,2025-10-25,Saturday,Control,0,0.0,Mobile,Social,False,7,181.1491383880443,True,0.0,No
user_06_0702,2025-10-21 19:11:00,2025-10-21,Tuesday,Control,0,0.0,Desktop,Social,False,5,152.4058127247563,False,0.0,No
user_02_0640,2025-10-17 13:23:00,2025-10-17,Friday,Treatment,0,0.0,Mobile,Organic,True,7,135.7486303231954,False,0.0,No
user_05_0393,2025-10-20 14:54:00,2025-10-20,Monday,Control,1,108.49689102268883,Desktop,Direct,True,4,19.54725984948853,False,108.49689102268883,Yes
user_11_0044,2025-10-26 09:03:00,2025-10-26,Sunday,Treatment,0,0.0,Desktop,Social,False,5,36.16059141659071,True,0.0,No
user_05_0436,2025-10-20 18:53:00,2025-10-20,Monday,Control,0,0.0,Desktop,Paid Search,True,8,67.1448817179779,False,0.0,No
user_02_0135,2025-10-17 08:28:00,2025-10-17,Friday,Treatment,0,0.0,Desktop,Organic,True,8,82.07954178006136,False,0.0,No
user_01_0644,2025-10-16 10:56:00,2025-10-16,Thursday,Control,0,0.0,Desktop,Paid Search,False,7,85.48353898125661,False,0.0,No
user_03_0143,2025-10-18 08:14:00,2025-10-18,Saturday,Control,0,0.0,Desktop,Social,True,6,238.52714260646997,True,0.0,No
